URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName
httpspiauifolhauolcombrlupaverificamosenemaovivo	httpspiauifolhauolcombrlupa	2018-11-03 12:30:15	posso fazer prova enem chinelo	empti	verificamosenem checamo vivo informaçõ circulam rede	4.0	6	verdadeiro
httpspiauifolhauolcombrlupaverificamosbolsonarovermelho	httpspiauifolhauolcombrlupa	2019-07-19 18:58:49	primeira vez ano orçamento anual saiu vermelho bem vindo nova parabén equip responsável	empti	verificamo falso bolsonaro tirado conta pública vermelho	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosgleisisenna	httpspiauifolhauolcombrlupa	2019-05-03 16:43:51	vejo motivo algum abajularem sic airton sic senna apena corredor carro nada lula sim verdadeira história brasil	empti	verificamo gleisi diss senna corredor carro nada	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	mudou validad cnh ano	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	inconclusivo
httpspiauifolhauolcombrlupaverificamosjovemfacada	httpspiauifolhauolcombrlupa	2018-09-11 15:49:31	jovem esfaqueia provar facada bolsonaro falsa acaba morrendo	empti	verificamo imagem jovem esfaqu bolsonaro falsa	4.0	6	falso
httpsapublicaorgtrucoalckminacertaevolucaodopibmasusadadofalsosobreimposto	httpsapublicaorg	2018-07-25	cresc produção gá natur présal bacia santo	précandidato presidência geraldo alckmin psdb afirm cresc produção gá natur présal bacia santo	alckmin acerta evolução pib usa dado falso sobr imposto agência pública	8.0	8	verdadeiro
httpsapublicaorgtrucoglobonaorepassasodocriancaesperancaparaaunesco	httpsapublicaorg	2017-08-17	segundo wikileak globo repass unesco arrecad criança esperança	corrent imagem criada movimento brasil conscient circula whatsapp acusaçõ contra rede globo segundo mensagem emissora repassa unesco arrecada criança esperança	globo repassa criança esperança unesco agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosprevidenciared	httpspiauifolhauolcombrlupa	2019-07-11 21:03:37	professor aposentadoria atual homen ano idad mínima ano trabalho mulher ano idad mínima ano trabalho reforma previdência homen mulher ano idad mínima ano trabalho salário	empti	verificamo sete boato doi fato sobr reforma previdência rede sociai	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmanuelajesu	httpspiauifolhauolcombrlupa	2018-10-02 12:53:38	jesu travesti imagem	empti	falsa foto manuela camiseta traz frase jesu travesti	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosbolsonaroguaido	httpspiauifolhauolcombrlupa	2019-03-11 17:53:03	autoproclamar president fácil quero ver governar boa noit todo	empti	verificamo falsa troca tuít bolsonaro guaidó sobr autoproclamar president	4.0	6	falso
httpsapublicaorgtrucobolsonaromentesobreafunai	httpsapublicaorg	2016-06-24	imagen internet mostram funai invadindo fazenda apoio homen armado força nacion colocar índio dentro	deputado eduardo bolsonaro pscsp afirm discurso câmara dia imagen internet mostram funai invadindo fazenda apoio homen armado força nacion colocar índio dentro	bolsonaro ment sobr funai agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosassaltobh	httpspiauifolhauolcombrlupa	2018-11-28 17:36:24	comissão direito humano mina gerai conseguiu autorizar prisão estudant ano reagiu assalto arma brinquedo espanc bandido acordo president comissão gizel rosário leitt jovem agiu demasiada força deu chanc defesa assaltant	empti	estudant reagiu assalto bateu ladrão mina preso	4.0	6	falso
httpsaosfatosorgnoticiasmanueladavilanaoprometeuquebandeiralgbttremularajuntocombrasileira	httpswwwaosfatosorg	2018-10-09	vice haddad garant bandeira lgbt tremulará junto brasileira volta pt	verdad candidata vice fernando haddad pt manuela dvila pc b garantiu bandeira lgbt tremulará junto brasileira volta pt erroneament publicado blog césar wei site notícia além nenhum registr comprov candidata fato proferiu tala afirmação tanto texto quanto vídeo matéria trazem nenhuma veracidad àafirmação atribuída candidata contatada fato assessoria manuela confirm frase nunca dita candidata	manuela dávila prometeu bandeira lgbt tremulará junto brasileira fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosguedesreclusao	httpspiauifolhauolcombrlupa	2019-01-07 19:59:40	urgent ministro paulo gued acaba anunciar fim bolsa bandido auxílioreclusão	empti	falsa notícia paulo gued anunci fim auxílioreclusão	4.0	6	falso
httpsapublicaorgtrucoemeconomiabolsonarocitadadosfalsosehaddadsubestimaeacerta	httpsapublicaorg	2018-10-26	pegando item gá cozinha representa faturamento petrobra	fernando haddad pt entrevista roda viva tv cultura diss gá cozinha representa faturamento petrobra	economia bolsonaro cita dado falso haddad subestima acerta agência pública	6.0	8	inconclusivo
httpsaosfatosorgnoticiasnaoeverdadequeotrespidentificouurnasqueadulteraramosvotosdigitado	httpswwwaosfatosorg	2018-10-28	ficou provado autotest tresp teclado urna diebold adulteraram voto digitado	imagem publicado facebook diz ficou provado autotest tresp teclado urna diebold adulteraram voto digitado informação falsa verdad tresp realiz test público outubro quatro urna segundo tribun apresent falha aleatória teclado diebold empresa produz urna eletrônicasnessa urna específica observado defeito aleatório tecla diversa durant digitação apó sucessiva repetiçõ autotest afirm tribun urna eletrônica auditada substituída início manhã h dia eleição test tão logo tomou conhecimento ocorrência defeito pode verificado tanto ata seção eleitor preenchida mesário quanto registro log urna eletrônica	verdad tresp identific urna adulteraram voto digitado fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamospatriciacamposmellohaddad	httpspiauifolhauolcombrlupa	2018-10-27 12:11:48	jornalista patrícia campo mello fez matéria contra bolsonaro folha petista carteirinha	empti	verificamo foto mostra jornalista patrícia campo mello abraçada haddad	4.0	6	falso
httpsapublicaorgtrucoemartigoescritodaprisaoluladistorcedado	httpsapublicaorg	2018-05-25	dezembro desemprego brasil hoje	artigo le mond expresident luiz inácio lula silva pt diss dezembro desemprego brasil hoje	artigo escrito prisão lula distorc dado agência pública	3.0	8	falso
httpsaosfatosorgnoticiasnaoeverdadequebeneditadasilvafoiembaixadoradobrasilnoseua	httpswwwaosfatosorg	2019-07-22	sabia benedita silva embaixadora news york inglê falava elá lembrado escândalo aluguel limusin usa benedita percebo petralhada síndrome esquecimento oportuno ajudando lembrar	falsa informação deputada feder benedita silva ptrj embaixadora brasil eua afirmam publicaçõ circulam rede sociai além cargo constar biografia nenhuma mulher ocup função desd redemocratização brasil	verdad benedita silva embaixadora brasil eua fato	1.0	5	falso
httpsaosfatosorgnoticiasefalsoquebolsonaroimportaratecnologiaqueremovecancerdemamasemcirurgia	httpswwwaosfatosorg	2019-07-16	câncer seio precisa fazer cirurgia president bolsonaro vai autorizar importação dessa tecnologia israel embora chamado machista único president lembrou primeiro lugar mulher vamo divulgar	verdad governo bolsonaro vai autorizar importação tecnologia israelens promet extrair tumor remoção mama método exist fato inventado israel eficácia comprovada eliminação câncer mama ministério saúd negou estud adoção dest processo su sistema nico saúd	falso bolsonaro importará tecnologia remov câncer mama cirurgia fato	1.0	5	falso
httpsapublicaorgtrucobolsonaroehaddaderramdadossobresegurancapublica	httpsapublicaorg	2018-10-25	mil mandado prisão expedido cumprido falta lugar	fernando haddad pt entrevista rádio jovem pan afirm mil mandado prisão expedido cumprido falta lugar	bolsonaro haddad erram dado sobr segurança pública agência pública	4.0	8	falso
httpsaosfatosorgnoticiascontrahaddadsitesomitemedistorcemfatossobreauditoriadotcunofi	httpswwwaosfatosorg	2018-09-12	mutreta bilionária fie participação réu haddad mercadant dilma outro	publicaçõ site publica brasil folha centro sul feita dia setembro omitem distorcem informaçõ sobr auditoria realizada tcu tribun conta união fie identificado mutreta bilionária rombo estimado r bilhõ fundo financiamento estudantil governo feder post destacam candidato presidência pt fernando haddad indiciado investigação ocultam dissimulam inocentado	contra haddad site omitem distorcem fato sobr auditoria tcu fie fato	3.0	5	falso
httpspiauifolhauolcombrlupaverificamosbolsonarocavalaria	httpspiauifolhauolcombrlupa	2018-12-06 17:30:08	bolsonaro cavalaria brasileira incompetent competent sim cavalaria norteamericana dizim índio passado hoje dia problema paísimagem	empti	verificamo verdad bolsonaro elogi cavalaria norteamericana dizimar índio	4.0	6	verdadeiro
httpspiauifolhauolcombrlupaverificamosbolsonarocrech	httpspiauifolhauolcombrlupa	2018-11-21 15:07:10	ganhar acabo negócio crech comunitária estado obrigação olhar filho outro obrigação pai	empti	verificamo bolsonaro diss eleito acabaria crech comunitária	4.0	6	falso
httpspiauifolhauolcombrlupaverificamostrumppossebolsonaro	httpspiauifolhauolcombrlupa	2018-11-05 17:54:09	president donald trump eua acab confirmar presença poss bolsonaro	empti	verificamo novembro trump havia confirmado presença poss bolsonaro	4.0	6	falso
httpsapublicaorgtrucochecamosargumentosdossenadoressobreapecdotetodegastosecontaspublica	httpsapublicaorg	2016-11-09	pt esquecem deixaram paí devendo pib dívida bruta nada feito dívida poderá chegar produto interno bruto	senador ricardo ferraço psdbe afirm pt deixou paí devendo pib dívida bruta nada feito dívida poderá chegar produto interno bruto	checamo argumento senador sobr pec gasto conta pública agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamosbolsonaromarunitaipu	httpspiauifolhauolcombrlupa	2019-03-01 13:03:03	marun acusado desvio milhõ	empti	verificamo falso bolsonaro indic marun cargo itaipu	4.0	6	verdadeiro
httpsaosfatosorgnoticiasnotasantigasdeusnaodeixaraodeseraceitascedulasvalemportempoindeterminado	httpswwwaosfatosorg	2018-11-28	nota antiga us recolhida	corrent circula whatsapp afirma maneira falsa nota us impressa ant cédula redesenhada aceita partir ano vem verdad nota antiga continuarão valer tempo indeterminado	nota antiga us deixarão aceita cédula valem tempo indeterminado fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosfreixoauxilioimovel	httpspiauifolhauolcombrlupa	2019-06-06 14:57:30	deputado marcelo freixo psol mora imóvel funcion câmara assim receb verba auxílio moradia	empti	verificamo falso freixo receb auxíliomoradia vivendo imóvel funcion	4.0	6	verdadeiro
httpsapublicaorgtrucochecamosovideodedoriasobreacracolandia	httpsapublicaorg	2017-06-12	cracolândia maior supermercado droga américa latina maior mundo	balanço operação realizada departamento estadu prevenção repressão narcotráfico denarc demonstra tamanho record comércio droga região	checamo vídeo doria sobr cracolândia agência pública	2.0	8	inconclusivo
httpsaosfatosorgnoticiasmilitarpresoportransportarcocainaemaviaodafabnaoefiliadoaopt	httpswwwaosfatosorg	2019-06-27	militar preso fab militar detido droga filiado pt pronto resolvido mistério	falsa informação segundosargento fab força aérea brasileira preso espanha suspeito tráfico droga filiado pt veja aqui além ter nome lista filiado partido manoel silva rodrigu militar ativa segundo artigo constituição militar podem ter filiação partidária	militar preso transportar cocaína avião fab filiado pt fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosxijinpingguerra	httpspiauifolhauolcombrlupa	2019-02-08 16:44:50	urgentíssimo china manda recado eua mundo preparems tudo iremo entrar terceira guerra mundial	empti	falsa legenda vídeo xi jinp ameaça guerra mundial	4.0	6	falso
httpspiauifolhauolcombrlupaverificamospabllovittarbolsonaro	httpspiauifolhauolcombrlupa	2018-08-21 17:50:42	bolsonaro ganhar declaro toda carreira encerrada brasil viver paí homem	empti	verificamo falsa notícia pabllo vittar encerrará carreira bolsonaro vencer	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmanifestacoesgoverno	httpspiauifolhauolcombrlupa	2019-07-02 07:01:41	emocionar verdadeiro brasileiro amam brasil saem rua defend moro bolsonaro contra fraud fake news	empti	verificamo foto manifestaçõ lotada ato prógoverno junho	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosroraima	httpspiauifolhauolcombrlupa	2018-08-27 15:00:38	roraima conta imigração desenfreada viu população atingir número habitant esperado	empti	verificamo texto imagen sobr crise migratória roraima misturam dado certo errado	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	criou canal ofici governo youtub	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	falso
httpsapublicaorgtrucochecamosquatrofrasessobreosriscosdoaborto	httpsapublicaorg	2018-01-22	exist algum método abortivo seguro	nenhum método abortivo pode considerado seguro	checamo quatro frase sobr risco aborto agência pública	7.0	8	inconclusivo
httpsapublicaorgtrucochecamosquatrofrasessobreosriscosdoaborto	httpsapublicaorg	2018-01-22	caso importar medicamento tomado consegu abortar	site alega metad caso misoprostol funciona método abortivo	checamo quatro frase sobr risco aborto agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamoshomemnufeminista	httpspiauifolhauolcombrlupa	2019-05-28 19:01:28	lado manifestant contra president	empti	verificamo foto homem nu contra president estudant hostilizava feminista	4.0	6	falso
httpspiauifolhauolcombrlupaverificamospatriciacamposmellocondenadabolsonaro	httpspiauifolhauolcombrlupa	2018-12-17 21:05:56	sei voto cinco colunista folha paulo patrícia c mello condenada pagar mil reai president eleito bolsonaro acusálo propagar fake news celular	empti	verificamo patrícia campo mello condenada acusar bolsonaro espalhar fake news via whatsapp	4.0	6	falso
